"","obs","ARIMA","ETS","MLP","SA","SM"
"35",0.335294117647059,0.449273499383778,0.453297680668512,0.474148547099791,0.45890657571736,0.453297680668512
"36",0.476470588235294,0.428986958371287,0.41964381690435,0.60714360648419,0.485258127253275,0.428986958371287
"37",0.335294117647059,0.471665432824119,0.435850449751369,0.00847651315409137,0.305330798576527,0.435850449751369
"38",0.570588235294118,0.413166347454774,0.407172424998446,0.330707053729555,0.383681942060925,0.407172424998446
"39",0.476470588235294,0.49823020621773,0.453777572129477,0.45063785832262,0.467548545556609,0.453777572129477
"40",0.476470588235294,0.471539240053595,0.460249475628563,0.624032571318155,0.518607095666771,0.471539240053595
"41",0.476470588235294,0.472416942281248,0.464875633515599,0.488502099447911,0.475264891748252,0.472416942281248
"42",0.9,0.473138432876061,0.468182440670374,0.603481089037151,0.514933987527862,0.473138432876061
"43",0.288235294117647,0.65179448488893,0.591334055253489,0.587819812870649,0.610316117671023,0.591334055253489
"44",0.711764705882353,0.438769060734181,0.504892221183635,0.619381970677689,0.521014417531835,0.504892221183635
"45",0.711764705882353,0.590039411089989,0.563890934767722,0.641172120208152,0.598367488688621,0.590039411089989
"46",0.664705882352941,0.611704590131668,0.606063591422843,0.388308543871757,0.535358908475423,0.606063591422843
"47",0.335294117647059,0.609728933285327,0.622787998883499,0.730478200294949,0.654331710821258,0.622787998883499
"48",0.429411764705882,0.481020532163828,0.540796577061748,0.99451592094046,0.672111010055345,0.540796577061748
"49",0.335294117647059,0.494653084566848,0.5090303387852,0.791170236941311,0.59828455343112,0.5090303387852
"50",0.288235294117647,0.443471609601242,0.459481876286484,0.198692862567048,0.367215449484925,0.443471609601242
"51",0.476470588235294,0.404432950320158,0.410643442947477,0.568363365474426,0.461146586247354,0.410643442947477
"52",0.617647058823529,0.46289070625599,0.429416925059176,1.097098177529,0.663135269614721,0.46289070625599
"53",0.476470588235294,0.524662037177147,0.483098959023387,0.389016001340202,0.465592332513579,0.483098959023387
"54",0.335294117647059,0.481857574742497,0.481208589938173,0.716174532424568,0.559746899035079,0.481857574742497
"55",0.523529411764706,0.421544449737492,0.439594712814717,0.491177548277518,0.450772236943242,0.439594712814717
"56",0.429411764705882,0.485332355959853,0.463532353774214,0.782062856260219,0.576975855331429,0.485332355959853
"57",0.476470588235294,0.452561277119565,0.453801379330249,0.319659839960023,0.408674165469945,0.452561277119565
"58",0.570588235294118,0.468225805328806,0.460266493167473,0.472360978930197,0.466951092475492,0.468225805328806
"59",0.288235294117647,0.50926279739927,0.491729550592952,0.369223651192498,0.456738666394907,0.491729550592952
"60",0.335294117647059,0.40146910294021,0.43369428615806,0.456620194871701,0.43059452798999,0.43369428615806
"61",0.194117647058824,0.401100050250722,0.405631185513906,0.309426625640949,0.372052620468525,0.401100050250722
"62",0.288235294117647,0.330033307823779,0.345308872990604,0.459105536473752,0.378149239096045,0.345308872990604
"63",0.570588235294118,0.345412019515153,0.329031852206287,0.0358373844564505,0.236760418725963,0.329031852206287
"64",0.617647058823529,0.453944119221645,0.397922192460875,0.522952080249133,0.458272797310551,0.453944119221645
"65",0.382352941176471,0.494489703727743,0.460586323346679,0.616198871643432,0.523758299572618,0.494489703727743
"66",0.664705882352941,0.417485888738091,0.43827466158027,0.653951127750123,0.503237226022828,0.43827466158027
"67",0.241176470588235,0.529941432475581,0.502851401983024,0.616179585516237,0.549657473324947,0.529941432475581
"68",0.382352941176471,0.375864394832994,0.428223380030367,0.308097556314119,0.370728443725827,0.375864394832994
"69",0.382352941176471,0.41124639973447,0.415141423346477,0.309681701453995,0.378689841511647,0.41124639973447
"70",0.523529411764706,0.406103820799612,0.405790357296188,0.382170605679714,0.398021594591838,0.405790357296188
"71",0.382352941176471,0.461230866178812,0.439368784907602,0.602819685618988,0.501139778901801,0.461230866178812
"72",0.617647058823529,0.412964696058675,0.423108229817605,0.57894941978636,0.47167411522088,0.423108229817605
"73",0.194117647058824,0.506440165115697,0.478589463439465,0.682555732820521,0.555861787125228,0.506440165115697
